customer_id,customer_name,age,income,loan_amount,loan_purpose,approved,region,loan_to_income_ratio
2793,alexander smith,26,46791,60238,vacation,no,east,1.287384326045607
2794,john ortiz phd,46,41120,62839,car,yes,east,1.5281857976653697
2795,melissa ali,42,48553,26457,home,no,east,0.5449096863221634
2796,leah welch,44,141648,3824,vacation,yes,east,0.02699649836213713
2797,willie mccoy,60,41362,34573,car,no,east,0.8358638363715488
2798,kimberly vazquez,41,126395,17467,vacation,no,east,0.13819375766446457
2799,regina olsen,50,139140,78462,medical,yes,east,0.5639068564036223
2800,kenneth butler,31,64865,26876,education,yes,east,0.41433747013027056
2801,denise navarro,29,110482,19734,education,no,east,0.17861733132999041
2802,tyler marshall,32,62849,24586,business,no,east,0.3911915861827555
2803,erik ramirez,46,95437,33659,car,no,east,0.352682921717992
2804,bradley sanchez,58,125608,65257,medical,yes,east,0.5195290108910261
2805,hunter allen,23,133996,47245,home,yes,east,0.352585151795576
2806,tina fernandez,53,27485,28410,home,no,east,1.0336547207567763
2807,john mendez,35,147616,10894,medical,no,east,0.07379958812052893
2808,kimberly ruiz,25,84789,55154,medical,no,east,0.6504853223885174
2809,colleen newman,44,136768,5509,home,yes,east,0.0402798900327562
2810,alex galloway,31,147863,71208,car,yes,east,0.4815809228813158
2811,cody hanson,53,123952,72694,vacation,yes,east,0.5864689557247967
2812,caleb sutton,43,35461,67450,business,yes,east,1.902089619582076
2813,jasmin powell,30,82042,65190,business,yes,east,0.7945930133346335
2814,kathryn sullivan,63,104548,67980,business,yes,east,0.6502276466312125
2815,nicole stephens,48,55131,56273,medical,yes,east,1.0207142986704394
2816,mariah parrish,59,77967,76343,home,yes,east,0.9791706747726602
2817,dustin price,37,129583,34171,home,no,east,0.2636997136970127
2818,diane terrell,64,34743,27525,home,no,east,0.7922459200414472
2819,michelle santos,46,54447,29513,vacation,yes,east,0.5420500670376697
2820,david rivera,45,149182,8797,home,yes,east,0.058968240136209465
2821,christopher butler,56,27632,10746,home,yes,east,0.38889693109438334
2822,megan hunter,32,49287,72474,education,yes,east,1.470448596993122
2823,dennis cameron,23,52108,27316,vacation,no,east,0.5242189299147924
2824,kristin wilson,49,90057,60077,medical,no,east,0.6670997257292604
2825,sean clark,64,124572,37362,vacation,no,east,0.2999229361333205
2826,danny cabrera,44,125077,19334,medical,no,east,0.1545767807030869
2827,eric hernandez,39,69049,31880,education,no,east,0.4617011108053701
2828,nathaniel stark,33,97556,47257,business,yes,east,0.4844089548566977
2829,juan hernandez,36,61395,12673,car,yes,east,0.20641746070526915
2830,michael mcclain,60,140854,65346,vacation,yes,east,0.46392718701634317
2831,vincent miller,47,93084,72915,medical,yes,east,0.7833247389454686
2832,chelsea ortiz,26,124854,51613,medical,no,east,0.41338683582424274
2833,gregory smith,62,43524,35721,education,no,east,0.8207196029776674
2834,cameron jones,30,63270,38950,medical,no,east,0.6156156156156156
2835,steven gentry,58,80160,23829,medical,yes,east,0.2972679640718563
2836,paige brown,28,64190,63495,business,no,east,0.9891727683439788
2837,angela long,38,30846,76107,education,yes,east,2.4673215327757245
2838,cassandra pruitt,52,110440,31363,vacation,no,east,0.283982252806954
2839,jessica ramirez,37,147616,50068,medical,no,east,0.3391773249512248
2840,mitchell perez,62,97661,45733,home,no,east,0.4682831427079387
2841,frank peterson,22,135150,8613,education,yes,east,0.0637291897891232
2842,andrew chavez,64,33812,29606,business,no,east,0.8756062936235656
2843,joseph eaton,40,95943,19595,vacation,yes,east,0.20423584836830203
2844,troy smith,30,142211,4274,car,yes,east,0.030053933943225208
2845,keith lopez dds,29,122137,40030,medical,yes,east,0.32774671066097905
2846,christopher franklin,59,29767,58119,home,no,east,1.9524641381395504
2847,justin morris,61,98898,76311,home,no,east,0.771613177212886
2848,william evans,45,47028,35279,car,no,east,0.7501701114229821
2849,deborah bryant,45,43803,57690,education,no,east,1.3170330799260324
2850,douglas hawkins,44,35971,47423,business,yes,east,1.318367573878958
2851,vincent grimes,26,132912,38253,medical,no,east,0.2878069700252799
2852,justin stewart,50,145765,26638,medical,yes,east,0.18274620107707612
2853,anthony coleman,30,105056,72906,vacation,yes,east,0.6939727383490709
2854,amanda kelly,59,114597,22782,medical,no,east,0.19880101573339617
2855,jason cox,51,73559,25639,home,yes,east,0.34855014342228685
2856,christopher miller,38,124242,40655,education,yes,east,0.3272242880829349
2857,anne schwartz,63,111850,25829,car,no,east,0.23092534644613322
2858,patrick smith,53,80504,3332,education,yes,east,0.04138924773924277
2859,shelby stone,39,89481,44986,business,no,east,0.5027435991998301
2860,danielle williams,43,146631,55385,business,no,east,0.37771685387128234
2861,david brown,25,88486,21616,car,yes,east,0.24428723187848925
2862,samantha olson,46,89840,56109,home,no,east,0.6245436331255565
2863,dorothy brown,49,104208,8282,vacation,yes,east,0.07947566405650237
2864,nathan smith,44,67991,24524,car,no,east,0.3606947978408907
2865,hector hopkins,26,48995,10744,vacation,no,east,0.21928768241657312
2866,adam patton,59,49448,8697,business,no,east,0.175881734347193
2867,benjamin wise,24,120672,71905,home,no,east,0.5958714531954389
2868,randy arnold,62,56088,25826,education,no,east,0.460454999286835
2869,carolyn brooks,46,28177,14545,business,yes,east,0.5162011569719984
2870,michael james,35,52347,9553,home,no,east,0.1824937436720347
2871,erika foster,33,40684,58982,home,yes,east,1.4497591190640056
2872,felicia roach,60,46735,52316,medical,no,east,1.119417995078635
2873,elizabeth lane,42,30100,13183,education,yes,east,0.4379734219269103
2874,mary taylor,33,127100,12931,home,yes,east,0.1017387883556255
2875,cesar wolf,59,44268,31835,car,yes,east,0.7191424957079606
2876,maria ramirez,37,67691,75833,vacation,yes,east,1.120281869081562
2877,daniel gallegos,56,108192,23599,education,yes,east,0.218121487725525
2878,andrew luna dvm,59,104164,52515,education,no,east,0.5041569064168042
2879,elizabeth harper,45,31407,12761,business,yes,east,0.40631069506797846
2880,angela hoover,54,141440,11061,education,yes,east,0.07820277149321267
2881,luke boyle,41,49054,3368,education,yes,east,0.06865902882537611
2882,mr. daniel cook,45,65198,56101,medical,no,east,0.860471180097549
2883,monica smith,45,51532,58015,education,no,east,1.1258053248466973
2884,michael harris,42,69447,8304,vacation,no,east,0.11957319970625081
2885,brandi simmons,43,120120,58689,vacation,no,east,0.4885864135864136
2886,melissa griffith,45,108611,51544,vacation,yes,east,0.4745743985415842
2887,brandon gentry,34,53741,31806,home,no,east,0.5918386334456002
2888,amber murray,34,34449,54244,car,no,east,1.5746175505820197
2889,erica nguyen,46,148311,61859,vacation,no,east,0.4170897640768385
2890,luis torres,60,46557,67412,medical,yes,east,1.4479455291363275
2891,paige perez,50,86609,3594,medical,no,east,0.04149684212957083
2892,jesse dyer,46,51659,20829,medical,yes,east,0.40320176542325636
2893,robert ward,58,28905,23006,medical,no,east,0.7959176613042727
2894,henry lyons,42,63814,36533,business,yes,east,0.5724919296706052
2895,debbie torres,59,63848,25424,medical,no,east,0.39819571482270394
2896,matthew brown,59,119466,30792,business,yes,east,0.2577469740344533
2897,joseph chang,54,101026,42204,business,yes,east,0.4177538455447113
2898,lindsay bryant,45,80308,63994,education,yes,east,0.7968571001643672
2899,caitlin mason,56,146502,24015,car,no,east,0.1639226768235246
2900,thomas cunningham,33,97220,28209,education,yes,east,0.29015634643077554
2901,mallory duffy,49,59872,24140,business,no,east,0.40319347942276856
2902,deborah myers,62,144787,60802,education,no,east,0.4199410168039948
2903,ryan graham,29,34376,59057,home,yes,east,1.7179718408191762
2904,angel oconnor,35,123740,62816,medical,yes,east,0.5076450622272507
2905,donald jenkins,51,72881,78408,medical,no,east,1.0758359517569738
2906,sarah bowers,64,111245,50764,business,no,east,0.4563261270169446
2907,megan jones,47,38118,74889,education,yes,east,1.9646623642373682
2908,jason smith,51,136432,5751,home,no,east,0.0421528673624956
2909,frank rosario,30,54888,49379,home,yes,east,0.8996319778457951
2910,timothy smith,57,119827,13363,vacation,yes,east,0.11151910671217673
2911,stephen harvey,27,72460,22227,home,no,east,0.3067485509246481
2912,michael rogers,52,117511,77019,business,no,east,0.655419492643242
2913,michael orr,31,130312,32092,vacation,no,east,0.24627048928724907
2914,nathan massey,48,136873,52008,education,yes,east,0.3799726753998232
2915,christopher todd,24,82965,64622,home,no,east,0.7789067679141807
2916,adriana king,51,53289,31918,home,yes,east,0.5989603858207134
2917,alexander curtis,49,66594,67599,education,yes,east,1.0150914496801513
2918,ashley moore,53,52588,69185,education,yes,east,1.3156043203772725
2919,karen johnson,24,141681,50175,medical,no,east,0.35414063988819955
2920,thomas harrington,46,125979,44729,car,no,east,0.35505123869851324
2921,sheila thomas,51,80013,35034,car,no,east,0.43785384874957817
2922,michael ward,51,60108,69039,home,yes,east,1.1485825514074666
2923,rachel armstrong,47,116521,28203,education,no,east,0.24204220698414877
2924,angelica rhodes,45,61584,17996,medical,yes,east,0.29221875811899195
2925,robert kaiser,56,83172,35602,business,no,east,0.4280527100466503
2926,nicole green,51,60049,56014,car,no,east,0.9328048760179187
2927,bobby price,63,81615,30935,vacation,yes,east,0.37903571647368745
2928,sandra stokes,57,96358,33425,car,yes,east,0.34688349695925613
2929,tina long,64,50112,65534,education,yes,east,1.307750638569604
2930,jennifer gray,43,116514,48216,business,no,east,0.4138215150110716
2931,paula solomon,55,41037,37942,car,yes,east,0.924580256841387
2932,renee oliver,24,33996,6527,medical,no,east,0.1919931756677256
2933,nicholas peterson,48,104860,16993,car,no,east,0.16205416746137707
2934,danielle pacheco,62,102009,33224,education,no,east,0.32569675224735073
2935,john kennedy,61,48066,8423,education,no,east,0.17523821412224858
2936,allison daniels,62,115963,30113,vacation,yes,east,0.2596776558040064
2937,george pineda,33,65865,46246,vacation,no,east,0.7021331511424884
2938,tim johnson,21,74707,62567,business,yes,east,0.8374984941170172
2939,renee walker,32,33067,29833,car,no,east,0.9021985665467082
2940,gabriel ellis,63,30341,17307,business,yes,east,0.5704162684156752
2941,danielle jenkins,60,46427,18928,car,no,east,0.4076937988670386
2942,kristen johnson,46,105694,49268,home,no,east,0.46613809676992074
2943,joshua lee,43,86667,63924,car,no,east,0.737581778531621
2944,cassandra gordon,42,51440,29571,education,yes,east,0.5748639191290824
2945,monique dixon,48,147088,77361,education,no,east,0.5259504514304362
2946,daniel benton,37,106163,58254,home,yes,east,0.5487222478641335
2947,diane morgan,26,129333,27372,car,yes,east,0.21163972072092968
2948,alexander taylor,34,86693,52652,car,yes,east,0.6073385394437844
2949,tracy peters,37,113738,50415,education,yes,east,0.44325555223408186
2950,elizabeth lynn,58,104877,4563,home,yes,east,0.043508109499699646
2951,brianna lopez,25,92630,23459,education,no,east,0.25325488502644933
2952,matthew sharp,33,143166,53326,home,no,east,0.3724767053630052
2953,wendy park,29,44314,54136,education,yes,east,1.2216455296294624
2954,johnny moore,64,68587,19903,medical,no,east,0.2901861868867278
2955,joseph andersen,62,115365,45877,car,no,east,0.39766827027261303
2956,maurice dillon,46,28520,37096,business,yes,east,1.3007012622720897
2957,brian bonilla,33,74210,26580,medical,yes,east,0.3581727529982482
2958,brittany robertson,39,57136,17134,education,yes,east,0.2998809857182862
2959,david jackson,37,77854,44892,home,yes,east,0.5766177717265651
2960,brittany martin,36,84065,26902,business,no,east,0.32001427466841137
2961,robert lopez,50,43991,29117,home,no,east,0.6618853856470641
2962,bryan walker,52,30110,53683,vacation,yes,east,1.782896047824643
2963,megan knox,34,71270,52775,home,no,east,0.7404938964501193
2964,amy thompson,35,66224,5766,vacation,yes,east,0.08706813239913022
2965,nathaniel rodriguez,32,125011,56799,vacation,yes,east,0.454352017022502
2966,marie scott,57,137173,54979,car,no,east,0.40080044906796525
2967,travis bartlett,31,85558,72951,education,yes,east,0.8526496645550387
2968,deborah huffman,25,109213,32741,car,no,east,0.2997903180024356
2969,david hoffman,31,134783,69202,vacation,no,east,0.513432702937314
2970,sara gibbs,54,60252,14300,home,no,east,0.23733651994954524
2971,lisa white,39,76887,29360,car,no,east,0.3818590919141077
2972,miguel phillips,46,57583,8605,medical,no,east,0.14943646562353471
2973,andrea sanchez,46,101251,53661,vacation,no,east,0.5299799508153006
2974,katherine murray,37,110375,47349,home,yes,east,0.4289830124575311
2975,samuel sanchez,51,140625,61959,home,no,east,0.44059733333333334
2976,nicholas ward,39,58645,58371,medical,no,east,0.9953278199334982
2977,jeffrey mccarthy,64,68664,40473,home,no,east,0.5894355120587207
2978,amy lopez,40,99274,19294,business,yes,east,0.19435098817414428
2979,james cook,43,60230,76092,business,no,east,1.2633571309978415
2980,nancy lynch,45,123095,7683,education,yes,east,0.06241520776635932
2981,robert chaney,48,62261,36076,education,no,east,0.57943174700053
2982,sean woodard,57,135074,23746,car,no,east,0.17579993188918666
2983,nancy walters,32,122432,74712,car,yes,east,0.6102326189231574
2984,amanda sanchez,21,129439,25567,medical,yes,east,0.1975216124970063
2985,robert trujillo,22,49365,42647,medical,no,east,0.8639116783145954
2986,daniel mccarthy,30,135127,19094,vacation,no,east,0.14130410650721173
2987,carolyn reyes,54,109135,25794,home,no,east,0.23634947542035095
2988,raymond daniels,52,73817,5000,education,yes,east,0.06773507457631711
2989,joshua scott,45,86190,11858,vacation,no,east,0.13757976563406427
2990,eric craig,30,145414,68287,education,no,east,0.46960402712256044
2991,andrew padilla,21,47331,37452,education,no,east,0.7912784433035431
2992,chelsea ashley,52,122058,65846,education,no,east,0.5394648445820839
2993,ryan parks,57,49805,41385,car,no,east,0.8309406686075695
2994,christopher garcia jr.,32,54374,9782,business,yes,east,0.17990215912016772
2995,christopher montgomery,38,42811,8116,vacation,yes,east,0.1895774450491696
2996,jared williams,50,129591,44405,medical,no,east,0.3426549683234175
2997,courtney gillespie,33,139581,7383,medical,no,east,0.05289401852687687
2998,christina armstrong,23,43083,60176,education,yes,east,1.3967458162152124
2999,tina taylor,41,71610,28657,education,yes,east,0.4001815388912163
3000,joshua ruiz,62,37161,25170,car,no,east,0.6773229999192703
3001,paul rogers,34,39403,16081,car,yes,east,0.40811613328934343
3002,kelly mcpherson,60,141833,72287,medical,no,east,0.5096627724154463
3003,john delgado,30,147886,49620,education,no,east,0.3355287180666189
3004,michael reed,22,97494,10785,education,no,east,0.11062219213490061
3005,raymond simpson,57,78424,15564,vacation,yes,east,0.1984596552075895
3006,stacie vaughn,31,50805,25479,medical,no,east,0.5015057573073516
3007,cynthia ware,21,119506,60183,car,yes,east,0.5035981456997976
3008,karen mccarthy,46,125127,79935,vacation,yes,east,0.6388309477570788
3009,joshua grimes,62,143672,30359,medical,yes,east,0.2113077008742135
3010,tara conway,33,35468,17492,car,yes,east,0.4931769482350288
3011,christopher dillon,48,36135,20396,car,yes,east,0.5644389096443891
3012,bianca hale,56,82974,31259,vacation,yes,east,0.37673247041241836
3013,william wise,41,115381,66742,vacation,yes,east,0.5784487913954637
3014,george sherman,30,88135,63594,car,yes,east,0.7215521642934135
3015,alicia paul,32,89699,76490,education,yes,east,0.8527408332311397
3016,veronica singh,47,45155,61596,medical,yes,east,1.3641014284132433
3017,gordon cross,23,120027,43302,car,yes,east,0.3607688270139219
3018,erica warner,48,91036,56529,business,yes,east,0.6209521507974867
3019,christine johnson,22,46990,5668,car,no,east,0.12062140881038519
3020,james rangel,48,98475,25917,car,yes,east,0.26318354912414316
3021,matthew young,51,46991,35284,vacation,no,east,0.7508671873337448
3022,douglas watts,63,71045,48050,car,yes,east,0.6763319023154338
3023,carl frazier,41,104325,29003,home,no,east,0.278006230529595
3024,mrs. rachel adkins md,27,44134,69413,vacation,yes,east,1.5727783568224045
3025,amanda meadows,51,75464,18433,business,yes,east,0.24426216474080356
3026,christina miller,34,109073,36221,education,no,east,0.33208034985743495
3027,cheryl valdez,59,62504,56756,vacation,yes,east,0.9080378855753232
3028,rachel lopez,59,25608,42113,medical,no,east,1.6445251483911278
3029,jose jones,29,69003,15378,medical,yes,east,0.22285987565758011
3030,jason hayes,43,144792,64672,vacation,yes,east,0.44665451129896677
3031,jennifer howard,32,104423,15946,medical,yes,east,0.15270582151441733
3032,nathan ortiz,49,43047,55210,vacation,no,east,1.2825516296141426
3033,jim snyder,58,28294,55008,education,no,east,1.9441577719657879
3034,matthew mata,59,145612,12103,car,no,east,0.08311814960305469
3035,ryan scott,42,141685,67882,business,yes,east,0.47910505699262446
3036,charles fritz,24,117541,3440,medical,no,east,0.02926638364485584
3037,paige holland,27,105709,70647,home,yes,east,0.6683158482248437
3038,megan hughes,60,47406,39868,home,yes,east,0.8409905919081972
3039,patricia larson,28,117823,41983,business,no,east,0.3563226195225041
3040,veronica maddox,55,110105,39236,medical,no,east,0.3563507560964534
3041,stephanie roberts,29,59299,42241,car,yes,east,0.7123391625491154
3042,amy olson,33,72043,18907,medical,yes,east,0.262440486931416
3043,kathryn davidson,59,54750,24650,car,yes,east,0.4502283105022831
3044,vincent miller,40,61984,15031,medical,no,east,0.24249806401652038
3045,dr. justin jenkins,41,81536,51867,home,no,east,0.636123920722135
3046,jennifer green,39,28706,58644,education,no,east,2.042917856894029
3047,mr. jason mcgrath dds,22,36266,7460,vacation,no,east,0.2057023107042409
3048,melissa carter,64,114179,34135,business,no,east,0.2989604042774941
3049,james hernandez,60,111422,11714,car,no,east,0.10513184110857819
3050,maurice smith,50,148555,28281,education,yes,east,0.19037393557941504
3051,jennifer moore,43,72544,70295,car,no,east,0.9689981252756947
3052,katie house dds,60,100382,68785,business,no,east,0.6852324121854516
3053,catherine roberts,33,103255,57148,education,yes,east,0.5534647232579536
3054,norma graham,53,111924,40112,education,yes,east,0.35838604767520815
3055,erika brewer,52,70116,61718,vacation,yes,east,0.8802270523133093
3056,james keith,48,89213,9591,vacation,no,east,0.10750675350005044
3057,brooke gonzalez,44,110464,29402,business,yes,east,0.26616816338354576
3058,teresa young,62,71326,76244,business,no,east,1.0689510136556095
3059,gregory robinson,48,94354,47438,car,no,east,0.5027661784344066
3060,lisa harper,50,33087,9482,education,yes,east,0.2865778100160184
3061,leonard mayo,61,146770,47953,business,no,east,0.32672208216938065
3062,andrew camacho,49,138508,76986,vacation,yes,east,0.5558234903399082
3063,christopher fields,54,126747,77875,car,no,east,0.6144129644094141
3064,makayla bishop,42,73416,34254,medical,yes,east,0.4665740438051651
3065,billy oliver,45,112629,24426,vacation,no,east,0.21687132088538477
3066,jeremy scott,34,91583,59608,business,no,east,0.65086315145824
3067,mark underwood,30,68413,8143,vacation,yes,east,0.11902708549544677
3068,alexander lopez,30,149211,72683,vacation,yes,east,0.4871155611851673
3069,dr. christian hardin,28,135578,50814,education,no,east,0.37479532077475697
3070,allison mays,34,109580,70883,medical,no,east,0.6468607410111334
3071,rachel morales,58,122651,50448,business,no,east,0.4113134014398578
3072,regina johnson,52,98466,57653,home,yes,east,0.5855117502488169
3073,kathy brown,52,106530,54393,education,yes,east,0.5105885666009575
3074,phillip nguyen,23,51838,23012,vacation,yes,east,0.4439214475867124
3075,crystal cummings,40,86701,50539,education,yes,east,0.5829113851051314
3076,christopher williams,33,130362,17720,car,no,east,0.1359291818167871
3077,jonathan henry,43,139507,28430,home,no,east,0.20378905717992646
3078,julia colon,39,64034,16683,business,no,east,0.26053346659587096
3079,william lopez,36,115875,60063,home,no,east,0.5183430420711974
3080,mark banks,56,35559,44198,vacation,yes,east,1.2429483393796226
3081,mr. ethan jimenez,55,82229,9535,business,yes,east,0.1159566576268713
3082,victoria wise,27,28408,66402,car,yes,east,2.337440157702056
3083,samantha duncan,57,145989,9156,vacation,yes,east,0.06271705402461829
3084,danielle watkins,28,48878,67896,vacation,no,east,1.389091206677851
3085,eduardo galvan,45,43068,40404,medical,no,east,0.9381443298969072
3086,pamela valenzuela,43,71144,45276,home,yes,east,0.6363994152704374
3087,christopher green,30,86808,21688,education,no,east,0.2498387245415169
3088,luis fuller,50,124173,3107,business,no,east,0.0250215425253477
3089,joel pena,53,128427,37372,home,no,east,0.2909979988631674
3090,joseph silva,31,52309,54060,business,yes,east,1.0334741631459214
3091,michelle welch,55,57391,68199,home,no,east,1.1883222107996028
3092,kelly marsh,47,116025,76457,education,yes,east,0.6589700495582849
3093,nicholas terry,23,80027,27942,business,yes,east,0.3491571594586827
3094,james cooper,28,118243,26547,business,no,east,0.22451223328230846
3095,susan wilson,33,114132,59853,medical,yes,east,0.5244190936810009
3096,rebecca tucker,62,113647,30485,car,yes,east,0.2682428924652652
3097,peter russell,23,83974,55746,home,yes,east,0.6638483340081454
3098,matthew jackson,40,107462,5921,education,yes,east,0.05509854646293574
3099,sarah peters dds,55,59971,67770,medical,yes,east,1.1300461889913458
3100,rita jones,33,109855,4740,medical,yes,east,0.04314778571753675
3101,tyler allison,40,107671,71354,car,yes,east,0.6627039778584762
3102,brian montgomery,44,125415,60795,education,yes,east,0.48475062791532114
3103,christopher fitzgerald,29,148300,9140,vacation,yes,east,0.06163182737693864
3104,kenneth moran,50,97812,56568,home,yes,east,0.5783339467549994
3105,deborah baker md,45,116598,64880,business,no,east,0.5564417914543989
3106,eric mays,36,79851,63853,car,no,east,0.7996518515735558
3107,russell cain,28,74698,28460,business,yes,east,0.38100083000883556
3108,nathan bennett,64,105122,9993,medical,yes,east,0.09506097676984837
3109,sarah nelson,48,46345,52894,business,no,east,1.1413097421512568
3110,luke kennedy,32,109477,57741,home,yes,east,0.5274258520054441
3111,brandy potts,44,92107,10005,vacation,yes,east,0.10862366595372773
3112,katie cooper,49,64352,76164,home,no,east,1.1835529587270015
3113,emily hernandez,35,82797,29615,vacation,no,east,0.35768204161986544
3114,sandra becker,38,76843,21946,business,no,east,0.2855953047122054
3115,jessica levine,27,146648,53412,business,yes,east,0.36421908242867274
3116,kayla bass,33,34949,64849,car,no,east,1.8555323471343959
3117,amy johnson,39,62542,16199,vacation,no,east,0.25900994531674715
3118,stacy aguirre,63,103097,33901,home,no,east,0.32882625100633384
3119,stephanie wilson,25,57827,26823,business,yes,east,0.46384906704480605
3120,henry howell phd,46,119549,5334,education,no,east,0.04461768814461016
3121,linda harris,22,116529,51200,car,no,east,0.4393756060723082
3122,crystal chase,53,137406,69138,car,yes,east,0.5031658006200602
3123,mr. charles reed,57,113131,68196,car,yes,east,0.6028055970512062
3124,erica dunn,45,108258,51437,car,yes,east,0.4751334774335384
3125,tiffany conway,45,115578,18034,vacation,yes,east,0.1560331550987212
3126,michelle murphy,59,32001,33613,vacation,yes,east,1.050373425830443
3127,joshua phillips,50,117422,79360,business,yes,east,0.6758529066103456
3128,erica walker,61,32948,74392,medical,yes,east,2.257860871676581
3129,michelle moore,24,122410,15159,education,no,east,0.12383792173842006
3130,rhonda gordon,39,109391,22685,medical,no,east,0.20737537823038457
3131,jose myers,47,138930,5301,medical,yes,east,0.038155905851867844
3132,dennis lee,59,50295,26479,business,no,east,0.5264738045531365
3133,caitlin roman,44,50811,59993,car,no,east,1.180708901615792
3134,david anderson,57,66522,17073,car,yes,east,0.2566519346982953
3135,jasmine roberts,45,66942,6566,business,no,east,0.09808490932448986
3136,jaime gonzalez,49,85310,25937,business,no,east,0.3040323525964131
3137,jessica reed,51,84679,54628,vacation,no,east,0.6451186244523436
3138,joann bradley,55,144208,68263,home,no,east,0.47336486186619325
3139,paul payne,48,54225,64914,car,no,east,1.1971230982019363
3140,courtney houston,58,136350,67075,education,no,east,0.49193252658599196
3141,debra robinson,64,131405,10120,home,no,east,0.07701381225980747
3142,scott ramirez,24,75882,34636,medical,yes,east,0.4564455338551962
3143,shannon vasquez,48,45723,21773,vacation,yes,east,0.4761936005948866
3144,jessica smith,51,98415,21214,vacation,no,east,0.21555657166082406
3145,deanna rogers,43,147725,65508,car,no,east,0.443445591470638
3146,charles williams,34,131104,67178,business,yes,east,0.5124023675860385
3147,matthew young,48,142735,24213,business,no,east,0.16963603881318529
3148,john ross,34,100085,32712,business,yes,east,0.32684218414347804
3149,barbara green,21,84719,44555,car,no,east,0.525915083983522
3150,rachel adams,63,117874,60534,vacation,no,east,0.5135483652035224
3151,alyssa bond,52,144913,71998,education,yes,east,0.4968360326540752
3152,vanessa freeman,61,108705,67950,business,yes,east,0.6250862425831378
3153,mia white,38,137502,18856,vacation,no,east,0.1371325507992611
3154,alejandro quinn,25,59730,58070,car,no,east,0.9722082705508119
3155,riley montoya,62,40136,61462,medical,yes,east,1.5313434323300776
3156,ann harris,35,130550,23151,home,no,east,0.1773343546533895
3157,marc watson,62,67148,71391,car,no,east,1.0631887770298445
3158,monica rodriguez,36,96501,75039,car,no,east,0.7775981596045637
3159,lauren jackson,56,93214,17129,vacation,yes,east,0.18375995022206965
3160,justin perez,56,113025,49998,business,no,east,0.4423623092236231
3161,erin fischer,60,136672,23530,home,yes,east,0.17216401311168344
3162,scott holland,50,87399,28381,home,no,east,0.3247291158937745
3163,stephanie montgomery,58,68967,74560,business,no,east,1.081096756419737
3164,ellen duarte md,43,63075,45760,education,no,east,0.7254855330955212
3165,shari garcia,31,44507,21291,car,no,east,0.4783741883299256
3166,daniel smith,45,126447,36904,business,yes,east,0.29185350383955333
3167,latoya barrett,63,126104,23515,vacation,yes,east,0.18647306984711032
3168,david lynn,22,74475,3622,education,no,east,0.048633769721383016
3169,lori hicks,55,86027,10245,business,no,east,0.1190905180931568
3170,kyle morgan,44,57081,66532,medical,no,east,1.1655717313992398
3171,stephen gibson,33,141890,67439,education,yes,east,0.47529071816195645
3172,mrs. jasmine deleon,62,113122,41191,vacation,no,east,0.3641289934760701
3173,richard vega,57,147130,69951,education,yes,east,0.47543668864269695
3174,kristina martinez,50,125098,7158,home,yes,east,0.05721914019408784
3175,drew moran,31,133744,27122,car,no,east,0.20279040555090322
3176,danny mitchell,43,27342,61882,business,yes,east,2.2632579913685906
3177,donna nichols,48,69360,69660,vacation,no,east,1.004325259515571
3178,aaron jones,49,35167,61238,vacation,yes,east,1.7413484232376943
3179,carol cox,35,87853,61899,business,no,east,0.7045746872616757
3180,paula vang,23,142733,21834,car,yes,east,0.1529709317396818
3181,robert glover,29,124611,9490,vacation,no,east,0.07615700058582309
3182,hannah trujillo,28,73303,44746,vacation,yes,east,0.610425221341555
3183,ann mcdowell,53,138249,12167,car,yes,east,0.08800786985800982
3184,paul williams,54,137988,73465,vacation,no,east,0.532401368234919
3185,rodney harris,29,91991,72824,vacation,no,east,0.791642660695068
3186,karen herrera,37,83306,22330,vacation,yes,east,0.2680479197176674
3187,tiffany phillips,61,51293,78927,home,yes,east,1.538747977306845
3188,mr. jonathon dennis,21,133925,31453,car,yes,east,0.23485532947545268
3189,randy harrell,60,128695,17263,medical,yes,east,0.13413885543338902
3190,brittany mcintyre,25,27539,30855,home,yes,east,1.1204110534151568
3191,anna perry,50,126922,39843,education,no,east,0.31391720899450054
3192,mr. patrick mcdonald,31,125682,72203,car,yes,east,0.5744895848251937
3193,mary ingram,48,115986,77332,education,yes,east,0.6667356405083372
3194,michael weaver,58,43589,21920,home,yes,east,0.5028791667622565
3195,william torres,37,37719,4232,vacation,yes,east,0.11219809645006495
3196,justin wilson,43,124443,27311,medical,no,east,0.21946594022966337
3197,christopher white,38,28591,78489,medical,no,east,2.745234514357665
3198,whitney meyers,57,46098,33767,car,yes,east,0.7325046639767452
3199,matthew smith,47,95250,59565,medical,yes,east,0.6253543307086614
3200,destiny gray,45,134169,64110,vacation,yes,east,0.47783019922634884
3201,daniel bailey,25,116657,23954,business,yes,east,0.2053370136382729
3202,kevin jenkins,39,117955,62868,vacation,no,east,0.5329829172141919
3203,andrew larson,47,54603,10424,home,no,east,0.19090526161566215
3204,taylor gonzalez,33,29667,74898,vacation,no,east,2.5246233188391143
3205,ryan sanchez,27,98993,18839,medical,yes,east,0.1903063852999707
3206,susan brown,46,139061,73074,home,yes,east,0.5254816231725645
3207,jennifer sherman,34,98829,49730,home,yes,east,0.5031923828026187
3208,dr. tyler drake,47,89574,9644,vacation,yes,east,0.107665170696854
3209,latoya christian,28,73100,26778,vacation,no,east,0.36632010943912446
