order_id,customer_id,customer_name,segment,region,order_date,ship_date,category,sub_category,product_name,sales,quantity,discount,profit
ord-11848,cust-5860,james bell,corporate,east,2025-01-22,2025-01-24,office supplies,labels,labels model 4,93.31,6,0.1,5.3
ord-11849,cust-3914,patrick parrish,consumer,west,2025-01-23,2025-01-25,office supplies,labels,labels model 5,1296.32,2,0.3,90.48
ord-11850,cust-1619,christopher hampton,home office,south,2025-01-24,2025-01-26,technology,phones,phones model 1,1376.29,9,0.3,-41.1
ord-11851,cust-9216,devin carter,home office,west,2025-01-25,2025-01-27,technology,phones,phones model 2,1259.08,3,0.5,45.41
ord-11852,cust-3611,heather huffman,corporate,east,2025-01-26,2025-01-28,technology,phones,phones model 3,1676.63,8,0.1,18.58
ord-11853,cust-5793,maureen klein,corporate,central,2025-01-27,2025-01-29,technology,phones,phones model 4,1364.28,1,0.1,213.87
ord-11854,cust-4512,christopher flores,corporate,east,2025-01-28,2025-01-30,technology,phones,phones model 5,1508.3,4,0.0,40.47
ord-11855,cust-5167,alexa hill,corporate,west,2025-01-29,2025-01-31,technology,accessories,accessories model 1,1110.6,4,0.2,14.04
ord-11856,cust-2837,brenda jenkins,corporate,east,2025-01-30,2025-02-01,technology,accessories,accessories model 2,484.54,9,0.2,51.16
ord-11857,cust-9893,deborah jenkins,home office,west,2025-01-31,2025-02-02,technology,accessories,accessories model 3,278.15,5,0.1,11.57
ord-11858,cust-8529,amanda wells,consumer,central,2025-02-01,2025-02-03,technology,accessories,accessories model 4,1914.29,9,0.2,104.26
ord-11859,cust-5052,christine bryan,home office,south,2025-02-02,2025-02-04,technology,accessories,accessories model 5,515.12,6,0.3,-17.4
ord-11860,cust-4928,christopher garcia,corporate,south,2025-02-03,2025-02-05,technology,copiers,copiers model 1,516.45,3,0.3,8.72
ord-11861,cust-6598,bryce pierce,home office,east,2025-02-04,2025-02-06,technology,copiers,copiers model 2,1824.92,9,0.2,143.19
ord-11862,cust-5560,bethany saunders,consumer,central,2025-02-05,2025-02-07,technology,copiers,copiers model 3,1818.44,2,0.5,128.18
ord-11863,cust-5159,danny thomas,corporate,east,2025-02-06,2025-02-08,technology,copiers,copiers model 4,965.94,7,0.0,23.14
ord-11864,cust-9989,daniel rodriguez,consumer,south,2025-02-07,2025-02-09,technology,copiers,copiers model 5,1993.23,7,0.0,-81.4
ord-11865,cust-9277,emma mcintyre,home office,south,2025-02-08,2025-02-10,technology,machines,machines model 1,363.15,4,0.1,29.54
ord-11866,cust-9228,melanie davidson,consumer,west,2025-02-09,2025-02-11,technology,machines,machines model 2,889.3,8,0.5,58.31
ord-11867,cust-2359,timothy russo,corporate,east,2025-02-10,2025-02-12,technology,machines,machines model 3,317.14,3,0.2,2.11
ord-11868,cust-4893,dr. jennifer phillips,corporate,south,2025-02-11,2025-02-13,technology,machines,machines model 4,911.0,6,0.0,72.12
ord-11869,cust-6683,kim beck,home office,central,2025-02-12,2025-02-14,technology,machines,machines model 5,1990.23,8,0.1,-9.26
ord-11870,cust-4493,nicole miller,home office,central,2025-02-13,2025-02-15,furniture,bookcases,bookcases model 1,689.85,6,0.0,41.0
ord-11871,cust-8779,katherine oliver,consumer,central,2025-02-14,2025-02-16,furniture,bookcases,bookcases model 2,904.83,3,0.3,-35.5
ord-11872,cust-9738,alicia harrison,consumer,east,2025-02-15,2025-02-17,furniture,bookcases,bookcases model 3,1970.91,1,0.2,190.23
ord-11873,cust-1138,claire gibson,consumer,west,2025-02-16,2025-02-18,furniture,bookcases,bookcases model 4,408.59,5,0.3,28.97
ord-11874,cust-2297,cory wolf,consumer,east,2025-02-17,2025-02-19,furniture,bookcases,bookcases model 5,1381.0,2,0.1,111.34
ord-11875,cust-9517,david mcdowell,home office,east,2025-02-18,2025-02-20,furniture,chairs,chairs model 1,1122.89,2,0.5,62.37
ord-11876,cust-8339,erica wilkerson,corporate,central,2025-02-19,2025-02-21,furniture,chairs,chairs model 2,1688.86,7,0.5,108.46
ord-11877,cust-1728,amanda douglas,consumer,south,2025-02-20,2025-02-22,furniture,chairs,chairs model 3,993.38,6,0.1,69.78
ord-11878,cust-1802,mary howard,consumer,west,2025-02-21,2025-02-23,furniture,chairs,chairs model 4,1050.87,8,0.5,-4.55
ord-11879,cust-3654,robin walter,corporate,west,2025-02-22,2025-02-24,furniture,chairs,chairs model 5,818.96,8,0.2,64.11
ord-11880,cust-2885,megan cole,consumer,central,2025-02-23,2025-02-25,furniture,tables,tables model 1,1402.63,6,0.0,-5.4
ord-11881,cust-6168,sean walton,consumer,south,2025-02-24,2025-02-26,furniture,tables,tables model 2,1316.46,6,0.3,201.57
ord-11882,cust-9916,matthew richardson,home office,east,2025-02-25,2025-02-27,furniture,tables,tables model 3,1646.87,8,0.0,107.54
ord-11883,cust-4081,paul todd,corporate,south,2025-02-26,2025-02-28,furniture,tables,tables model 4,901.31,1,0.3,101.57
ord-11884,cust-8867,kyle edwards,corporate,south,2025-02-27,2025-03-01,furniture,tables,tables model 5,456.91,9,0.0,3.09
ord-11885,cust-1031,jacqueline torres,consumer,west,2025-02-28,2025-03-02,office supplies,binders,binders model 1,836.7,2,0.2,57.19
ord-11886,cust-8393,natasha park,corporate,west,2025-03-01,2025-03-03,office supplies,binders,binders model 2,1771.65,3,0.2,52.07
ord-11887,cust-6176,sheila lopez,corporate,east,2025-03-02,2025-03-04,office supplies,binders,binders model 3,1359.78,7,0.2,85.38
ord-11888,cust-3626,joshua chavez,home office,central,2025-03-03,2025-03-05,office supplies,binders,binders model 4,1629.03,9,0.3,94.08
ord-11889,cust-4351,rachel lam,home office,south,2025-03-04,2025-03-06,office supplies,binders,binders model 5,1299.28,3,0.2,75.13
ord-11890,cust-2178,bonnie rodriguez,home office,west,2025-03-05,2025-03-07,office supplies,pens,pens model 1,1627.37,2,0.1,-56.48
ord-11891,cust-9530,douglas ortiz,home office,south,2025-03-06,2025-03-08,office supplies,pens,pens model 2,1065.22,4,0.0,75.85
ord-11892,cust-4438,lucas hernandez,home office,east,2025-03-07,2025-03-09,office supplies,pens,pens model 3,208.6,3,0.1,5.51
ord-11893,cust-2051,andrew lee,home office,south,2025-03-08,2025-03-10,office supplies,pens,pens model 4,1042.11,9,0.1,44.59
ord-11894,cust-5096,helen lucero,home office,south,2025-03-09,2025-03-11,office supplies,pens,pens model 5,1990.58,5,0.2,224.48
ord-11895,cust-3405,janet watson,home office,central,2025-03-10,2025-03-12,office supplies,paper,paper model 1,191.39,5,0.1,1.41
ord-11896,cust-8166,victor barton,home office,east,2025-03-11,2025-03-13,office supplies,paper,paper model 2,1807.6,7,0.1,78.11
ord-11897,cust-1966,michele yang,corporate,south,2025-03-12,2025-03-14,office supplies,paper,paper model 3,741.08,3,0.0,82.1
ord-11898,cust-3843,susan perez,home office,central,2025-03-13,2025-03-15,office supplies,paper,paper model 4,190.72,4,0.3,-5.87
ord-11899,cust-3049,amy lopez,consumer,south,2025-03-14,2025-03-16,office supplies,paper,paper model 5,1075.04,8,0.0,69.29
ord-11900,cust-4396,brian blair,corporate,west,2025-03-15,2025-03-17,office supplies,labels,labels model 1,1914.2,5,0.0,187.21
ord-11901,cust-5230,amber dennis,home office,east,2025-03-16,2025-03-18,office supplies,labels,labels model 2,1082.67,4,0.3,142.67
ord-11902,cust-2019,charles bennett,corporate,central,2025-03-17,2025-03-19,office supplies,labels,labels model 3,863.44,1,0.3,14.46
ord-11903,cust-6546,patrick simmons,corporate,east,2025-03-18,2025-03-20,office supplies,labels,labels model 4,48.85,1,0.1,2.34
ord-11904,cust-4760,anthony beasley,home office,west,2025-03-19,2025-03-21,office supplies,labels,labels model 5,1974.62,7,0.0,294.58
ord-11905,cust-5207,gregg duran,corporate,central,2025-03-20,2025-03-22,technology,phones,phones model 1,444.68,9,0.5,-1.23
ord-11906,cust-8259,maria fowler,consumer,west,2025-03-21,2025-03-23,technology,phones,phones model 2,1953.3,5,0.2,93.33
ord-11907,cust-7055,david erickson,home office,central,2025-03-22,2025-03-24,technology,phones,phones model 3,535.74,6,0.0,82.23
ord-11908,cust-4197,chase hubbard,home office,west,2025-03-23,2025-03-25,technology,phones,phones model 4,876.62,4,0.1,38.7
ord-11909,cust-6823,john mcmillan,corporate,east,2025-03-24,2025-03-26,technology,phones,phones model 5,99.93,5,0.1,0.37
ord-11910,cust-6050,ariel neal,home office,west,2025-03-25,2025-03-27,technology,accessories,accessories model 1,1006.26,6,0.2,49.54
ord-11911,cust-7229,jasmine schmidt,consumer,west,2025-03-26,2025-03-28,technology,accessories,accessories model 2,66.76,1,0.2,6.23
ord-11912,cust-9344,dana thomas,home office,west,2025-03-27,2025-03-29,technology,accessories,accessories model 3,1499.44,1,0.3,-21.28
ord-11913,cust-2184,laura schmidt,corporate,east,2025-03-28,2025-03-30,technology,accessories,accessories model 4,1161.24,3,0.0,28.48
ord-11914,cust-1608,michael gonzalez,home office,south,2025-03-29,2025-03-31,technology,accessories,accessories model 5,210.45,1,0.2,23.5
ord-11915,cust-2388,katherine ford,consumer,central,2025-03-30,2025-04-01,technology,copiers,copiers model 1,1188.8,6,0.1,136.64
ord-11916,cust-3176,nicole smith,corporate,south,2025-03-31,2025-04-02,technology,copiers,copiers model 2,1555.72,6,0.5,162.49
ord-11917,cust-9550,kristin greene,corporate,south,2025-04-01,2025-04-03,technology,copiers,copiers model 3,888.39,9,0.2,-59.45
ord-11918,cust-1139,victoria moore,consumer,west,2025-04-02,2025-04-04,technology,copiers,copiers model 4,402.23,8,0.1,-12.64
ord-11919,cust-2814,michael hunt,consumer,south,2025-04-03,2025-04-05,technology,copiers,copiers model 5,1694.01,6,0.0,96.22
ord-11920,cust-2219,mary dunn,home office,east,2025-04-04,2025-04-06,technology,machines,machines model 1,446.59,3,0.2,57.89
ord-11921,cust-6349,jeremy gibson,home office,west,2025-04-05,2025-04-07,technology,machines,machines model 2,1110.78,7,0.1,156.46
ord-11922,cust-5703,brittney williamson,consumer,west,2025-04-06,2025-04-08,technology,machines,machines model 3,658.65,3,0.5,14.96
ord-11923,cust-4546,lisa evans,corporate,east,2025-04-07,2025-04-09,technology,machines,machines model 4,616.62,5,0.2,-33.34
ord-11924,cust-6306,wanda miller,consumer,east,2025-04-08,2025-04-10,technology,machines,machines model 5,374.37,1,0.5,22.61
ord-11925,cust-2403,timothy potts,consumer,south,2025-04-09,2025-04-11,furniture,bookcases,bookcases model 1,1275.23,7,0.3,126.66
ord-11926,cust-2274,virginia campbell,consumer,east,2025-04-10,2025-04-12,furniture,bookcases,bookcases model 2,1740.26,6,0.0,155.97
ord-11927,cust-3752,francisco wilkerson,consumer,east,2025-04-11,2025-04-13,furniture,bookcases,bookcases model 3,34.93,7,0.2,1.46
ord-11928,cust-9134,brandon smith,home office,south,2025-04-12,2025-04-14,furniture,bookcases,bookcases model 4,642.12,6,0.1,66.18
ord-11929,cust-3482,thomas martin,home office,central,2025-04-13,2025-04-15,furniture,bookcases,bookcases model 5,1642.82,5,0.5,192.37
ord-11930,cust-6071,scott jennings,corporate,central,2025-04-14,2025-04-16,furniture,chairs,chairs model 1,1361.14,5,0.1,73.98
ord-11931,cust-4547,kevin sanchez,corporate,central,2025-04-15,2025-04-17,furniture,chairs,chairs model 2,270.95,4,0.0,27.98
ord-11932,cust-4511,kimberly robbins,consumer,east,2025-04-16,2025-04-18,furniture,chairs,chairs model 3,799.91,4,0.2,49.51
ord-11933,cust-3110,jeffrey goodwin,corporate,south,2025-04-17,2025-04-19,furniture,chairs,chairs model 4,1791.51,5,0.5,-133.39
ord-11934,cust-2129,brooke brown md,consumer,south,2025-04-18,2025-04-20,furniture,chairs,chairs model 5,1252.31,2,0.5,-4.29
ord-11935,cust-4199,crystal ferguson,corporate,south,2025-04-19,2025-04-21,furniture,tables,tables model 1,1645.7,1,0.0,19.06
ord-11936,cust-1136,dawn curtis md,home office,west,2025-04-20,2025-04-22,furniture,tables,tables model 2,1037.01,4,0.5,33.12
ord-11937,cust-1932,michael smith,corporate,south,2025-04-21,2025-04-23,furniture,tables,tables model 3,490.83,6,0.5,27.65
ord-11938,cust-4285,ronald brooks,consumer,west,2025-04-22,2025-04-24,furniture,tables,tables model 4,195.85,7,0.3,14.38
ord-11939,cust-5657,thomas kramer,corporate,east,2025-04-23,2025-04-25,furniture,tables,tables model 5,1440.9,3,0.2,5.74
ord-11940,cust-5214,rose barnes,corporate,west,2025-04-24,2025-04-26,office supplies,binders,binders model 1,102.34,6,0.1,3.61
ord-11941,cust-8494,katelyn alvarado,corporate,west,2025-04-25,2025-04-27,office supplies,binders,binders model 2,638.0,5,0.2,36.13
ord-11942,cust-6099,melissa sharp,consumer,central,2025-04-26,2025-04-28,office supplies,binders,binders model 3,562.34,8,0.2,15.73
ord-11943,cust-5569,lindsay francis,corporate,west,2025-04-27,2025-04-29,office supplies,binders,binders model 4,360.34,2,0.0,7.76
ord-11944,cust-1164,jocelyn reed,home office,west,2025-04-28,2025-04-30,office supplies,binders,binders model 5,1112.85,8,0.3,109.32
ord-11945,cust-8621,alejandra olson,corporate,south,2025-04-29,2025-05-01,office supplies,pens,pens model 1,1982.51,1,0.0,265.07
ord-11946,cust-1346,juan ruiz,consumer,south,2025-04-30,2025-05-02,office supplies,pens,pens model 2,1759.62,5,0.3,146.79
ord-11947,cust-8578,steven marshall,consumer,south,2025-05-01,2025-05-03,office supplies,pens,pens model 3,450.54,2,0.3,-8.89
ord-11948,cust-4740,jamie mccarty,home office,central,2025-05-02,2025-05-04,office supplies,pens,pens model 4,180.29,5,0.5,2.77
ord-11949,cust-5828,roger wong,corporate,west,2025-05-03,2025-05-05,office supplies,pens,pens model 5,1624.65,5,0.3,-95.28
ord-11950,cust-4029,kelly perez,consumer,central,2025-05-04,2025-05-06,office supplies,paper,paper model 1,1382.2,9,0.1,18.12
ord-11951,cust-1710,eric horton,corporate,south,2025-05-05,2025-05-07,office supplies,paper,paper model 2,1286.98,1,0.1,113.84
ord-11952,cust-1968,suzanne fuentes,consumer,west,2025-05-06,2025-05-08,office supplies,paper,paper model 3,1069.82,2,0.5,101.06
ord-11953,cust-6649,joseph joyce,corporate,east,2025-05-07,2025-05-09,office supplies,paper,paper model 4,1469.69,8,0.2,73.3
ord-11954,cust-1466,joseph curtis,home office,central,2025-05-08,2025-05-10,office supplies,paper,paper model 5,1036.15,6,0.2,-40.39
ord-11955,cust-3018,chad howe,home office,east,2025-05-09,2025-05-11,office supplies,labels,labels model 1,1037.93,2,0.5,91.03
ord-11956,cust-5034,jose wright,home office,south,2025-05-10,2025-05-12,office supplies,labels,labels model 2,781.41,9,0.3,61.09
ord-11957,cust-6119,tina huffman,corporate,central,2025-05-11,2025-05-13,office supplies,labels,labels model 3,1626.41,3,0.3,-26.43
ord-11958,cust-5074,jacob beard,consumer,central,2025-05-12,2025-05-14,office supplies,labels,labels model 4,311.73,4,0.5,26.6
ord-11959,cust-7687,samuel rush,home office,south,2025-05-13,2025-05-15,office supplies,labels,labels model 5,1763.06,4,0.5,72.95
ord-11960,cust-8111,michelle gray,home office,west,2025-05-14,2025-05-16,technology,phones,phones model 1,1300.96,6,0.1,-16.74
ord-11961,cust-9504,lisa rice,consumer,east,2025-05-15,2025-05-17,technology,phones,phones model 2,1211.12,5,0.2,29.41
ord-11962,cust-2103,amanda taylor,corporate,central,2025-05-16,2025-05-18,technology,phones,phones model 3,1843.38,1,0.5,75.4
ord-11963,cust-7013,ronald kennedy,corporate,central,2025-05-17,2025-05-19,technology,phones,phones model 4,1297.44,1,0.1,73.71
ord-11964,cust-5776,alexander martin,consumer,south,2025-05-18,2025-05-20,technology,phones,phones model 5,430.01,5,0.0,-2.19
ord-11965,cust-6726,richard brooks,corporate,west,2025-05-19,2025-05-21,technology,accessories,accessories model 1,1632.93,7,0.1,58.27
ord-11966,cust-4527,edward bryant,consumer,east,2025-05-20,2025-05-22,technology,accessories,accessories model 2,1882.58,3,0.5,43.66
ord-11967,cust-9959,lauren miller,home office,south,2025-05-21,2025-05-23,technology,accessories,accessories model 3,673.14,6,0.1,44.61
ord-11968,cust-7646,manuel alvarez,consumer,central,2025-05-22,2025-05-24,technology,accessories,accessories model 4,541.48,2,0.2,57.3
ord-11969,cust-4556,mackenzie garcia,home office,central,2025-05-23,2025-05-25,technology,accessories,accessories model 5,1343.53,6,0.2,71.18
ord-11970,cust-5557,heather moses,corporate,central,2025-05-24,2025-05-26,technology,copiers,copiers model 1,1872.87,9,0.1,-14.33
ord-11971,cust-1386,hannah gamble,consumer,east,2025-05-25,2025-05-27,technology,copiers,copiers model 2,595.57,5,0.5,80.02
ord-11972,cust-9708,margaret goodwin,consumer,south,2025-05-26,2025-05-28,technology,copiers,copiers model 3,697.72,8,0.2,53.74
ord-11973,cust-9452,james fields,home office,west,2025-05-27,2025-05-29,technology,copiers,copiers model 4,150.27,5,0.2,14.08
ord-11974,cust-5774,carlos elliott,corporate,central,2025-05-28,2025-05-30,technology,copiers,copiers model 5,1484.37,9,0.3,134.91
ord-11975,cust-4005,amy conner,consumer,central,2025-05-29,2025-05-31,technology,machines,machines model 1,1641.66,7,0.3,-51.01
ord-11976,cust-2326,chad goodman,consumer,central,2025-05-30,2025-06-01,technology,machines,machines model 2,473.18,2,0.0,21.41
ord-11977,cust-8988,elizabeth murphy,corporate,west,2025-05-31,2025-06-02,technology,machines,machines model 3,1771.74,6,0.1,4.24
ord-11978,cust-3801,christopher huynh,consumer,west,2025-06-01,2025-06-03,technology,machines,machines model 4,982.27,1,0.1,25.8
ord-11979,cust-4890,samuel garner,consumer,east,2025-06-02,2025-06-04,technology,machines,machines model 5,535.55,1,0.1,34.61
ord-11980,cust-9166,james mcbride,corporate,west,2025-06-03,2025-06-05,furniture,bookcases,bookcases model 1,1184.72,2,0.5,137.27
ord-11981,cust-2877,eric cox,corporate,south,2025-06-04,2025-06-06,furniture,bookcases,bookcases model 2,1155.45,3,0.1,36.14
ord-11982,cust-5255,christopher obrien,corporate,central,2025-06-05,2025-06-07,furniture,bookcases,bookcases model 3,672.94,6,0.5,38.94
ord-11983,cust-8434,dr. crystal tucker,consumer,central,2025-06-06,2025-06-08,furniture,bookcases,bookcases model 4,1314.11,2,0.2,12.83
ord-11984,cust-9985,patricia barber,home office,south,2025-06-07,2025-06-09,furniture,bookcases,bookcases model 5,1590.86,3,0.5,152.03
ord-11985,cust-3655,meghan rogers,consumer,central,2025-06-08,2025-06-10,furniture,chairs,chairs model 1,1433.74,4,0.3,101.05
ord-11986,cust-9271,michelle boone,consumer,west,2025-06-09,2025-06-11,furniture,chairs,chairs model 2,754.03,2,0.5,-17.07
ord-11987,cust-3971,tommy powell,home office,south,2025-06-10,2025-06-12,furniture,chairs,chairs model 3,1636.11,7,0.1,170.62
ord-11988,cust-3306,erica johns,corporate,west,2025-06-11,2025-06-13,furniture,chairs,chairs model 4,1332.99,7,0.2,129.08
ord-11989,cust-1723,amanda hunt,corporate,west,2025-06-12,2025-06-14,furniture,chairs,chairs model 5,575.14,6,0.0,74.41
ord-11990,cust-6569,donna erickson,consumer,east,2025-06-13,2025-06-15,furniture,tables,tables model 1,1732.06,9,0.1,128.91
ord-11991,cust-7516,jennifer taylor,corporate,east,2025-06-14,2025-06-16,furniture,tables,tables model 2,64.56,1,0.3,7.04
ord-11992,cust-2288,michael hall,consumer,south,2025-06-15,2025-06-17,furniture,tables,tables model 3,1294.87,1,0.3,175.74
ord-11993,cust-9689,daniel ross,corporate,south,2025-06-16,2025-06-18,furniture,tables,tables model 4,1068.82,2,0.3,40.96
ord-11994,cust-7686,alexander myers,consumer,west,2025-06-17,2025-06-19,furniture,tables,tables model 5,1356.74,3,0.3,129.7
ord-11995,cust-8619,nicholas gilbert,home office,west,2025-06-18,2025-06-20,office supplies,binders,binders model 1,1055.32,4,0.5,1.26
ord-11996,cust-9980,sarah brooks,home office,west,2025-06-19,2025-06-21,office supplies,binders,binders model 2,1922.2,1,0.5,39.16
ord-11997,cust-7598,kathleen murphy,corporate,east,2025-06-20,2025-06-22,office supplies,binders,binders model 3,685.56,1,0.2,-2.05
ord-11998,cust-9618,corey cooper,home office,south,2025-06-21,2025-06-23,office supplies,binders,binders model 4,563.27,1,0.1,106.44
ord-11999,cust-5389,gary gardner,corporate,south,2025-06-22,2025-06-24,office supplies,binders,binders model 5,560.93,6,0.1,22.45
ord-12000,cust-2011,samantha smith,consumer,south,2025-06-23,2025-06-25,office supplies,pens,pens model 1,991.72,6,0.5,89.56
ord-12001,cust-9670,joshua sloan,corporate,central,2025-06-24,2025-06-26,office supplies,pens,pens model 2,1331.6,8,0.3,7.67
ord-12002,cust-2864,william morris,consumer,central,2025-06-25,2025-06-27,office supplies,pens,pens model 3,170.06,9,0.2,5.69
ord-12003,cust-6076,curtis hernandez,consumer,east,2025-06-26,2025-06-28,office supplies,pens,pens model 4,1828.07,4,0.3,271.85
ord-12004,cust-1540,george ray,home office,east,2025-06-27,2025-06-29,office supplies,pens,pens model 5,535.04,1,0.5,49.34
ord-12005,cust-7663,donald larson,consumer,west,2025-06-28,2025-06-30,office supplies,paper,paper model 1,35.4,1,0.1,-1.01
ord-12006,cust-6613,paul garrett,consumer,east,2025-06-29,2025-07-01,office supplies,paper,paper model 2,1851.96,9,0.1,150.03
ord-12007,cust-5791,jamie miles,corporate,central,2025-06-30,2025-07-02,office supplies,paper,paper model 3,484.72,4,0.3,9.64
ord-12008,cust-3135,andrew rubio,consumer,west,2025-07-01,2025-07-03,office supplies,paper,paper model 4,1328.21,4,0.0,-49.09
ord-12009,cust-8265,robert dixon,corporate,central,2025-07-02,2025-07-04,office supplies,paper,paper model 5,80.36,7,0.1,4.52
ord-12010,cust-5531,kendra smith,consumer,south,2025-07-03,2025-07-05,office supplies,labels,labels model 1,1237.31,6,0.2,209.33
ord-12011,cust-6286,kim garcia,consumer,central,2025-07-04,2025-07-06,office supplies,labels,labels model 2,546.2,8,0.3,39.35
ord-12012,cust-3860,frank rowe,home office,central,2025-07-05,2025-07-07,office supplies,labels,labels model 3,407.08,2,0.2,39.03
ord-12013,cust-7914,misty burnett,home office,central,2025-07-06,2025-07-08,office supplies,labels,labels model 4,135.51,2,0.5,3.75
ord-12014,cust-3449,sylvia cole,corporate,east,2025-07-07,2025-07-09,office supplies,labels,labels model 5,1786.72,6,0.5,63.81
ord-12015,cust-2955,christopher greene,consumer,east,2025-07-08,2025-07-10,technology,phones,phones model 1,1858.13,2,0.3,181.9
ord-12016,cust-5577,lisa williams,consumer,central,2025-07-09,2025-07-11,technology,phones,phones model 2,1655.86,8,0.5,51.99
ord-12017,cust-8213,jeffrey morales,consumer,west,2025-07-10,2025-07-12,technology,phones,phones model 3,595.14,4,0.2,21.21
ord-12018,cust-5189,donald thomas,home office,south,2025-07-11,2025-07-13,technology,phones,phones model 4,10.21,4,0.1,-0.07
ord-12019,cust-6908,crystal walton,consumer,west,2025-07-12,2025-07-14,technology,phones,phones model 5,489.66,1,0.3,2.45
ord-12020,cust-2519,david adkins,consumer,east,2025-07-13,2025-07-15,technology,accessories,accessories model 1,1179.43,8,0.2,27.11
ord-12021,cust-7235,stephanie morris,consumer,east,2025-07-14,2025-07-16,technology,accessories,accessories model 2,666.62,2,0.2,17.65
ord-12022,cust-6537,gabriel burnett,corporate,south,2025-07-15,2025-07-17,technology,accessories,accessories model 3,274.65,7,0.1,14.0
ord-12023,cust-6492,herbert hall,home office,south,2025-07-16,2025-07-18,technology,accessories,accessories model 4,407.83,3,0.2,36.77
ord-12024,cust-4652,ashley ramirez,consumer,central,2025-07-17,2025-07-19,technology,accessories,accessories model 5,1612.39,9,0.5,73.93
ord-12025,cust-4999,jason shaw,consumer,central,2025-07-18,2025-07-20,technology,copiers,copiers model 1,634.15,6,0.1,20.8
ord-12026,cust-2619,jason johnson,consumer,south,2025-07-19,2025-07-21,technology,copiers,copiers model 2,277.66,4,0.0,16.45
ord-12027,cust-4583,kimberly young,home office,south,2025-07-20,2025-07-22,technology,copiers,copiers model 3,1197.29,5,0.2,81.61
ord-12028,cust-2405,leslie wilson,corporate,west,2025-07-21,2025-07-23,technology,copiers,copiers model 4,1146.11,7,0.5,54.92
ord-12029,cust-6097,dana taylor,consumer,central,2025-07-22,2025-07-24,technology,copiers,copiers model 5,807.98,9,0.5,5.1
ord-12030,cust-3094,allison jones,consumer,central,2025-07-23,2025-07-25,technology,machines,machines model 1,1020.36,6,0.1,57.23
ord-12031,cust-3204,kevin bailey,corporate,central,2025-07-24,2025-07-26,technology,machines,machines model 2,524.09,1,0.5,2.03
ord-12032,cust-7687,anthony taylor,consumer,west,2025-07-25,2025-07-27,technology,machines,machines model 3,1394.35,1,0.1,61.54
ord-12033,cust-3500,whitney hanson,corporate,central,2025-07-26,2025-07-28,technology,machines,machines model 4,451.0,3,0.0,10.67
ord-12034,cust-2092,matthew jones,home office,central,2025-07-27,2025-07-29,technology,machines,machines model 5,1171.28,2,0.1,-33.53
ord-12035,cust-1847,jennifer henry,corporate,east,2025-07-28,2025-07-30,furniture,bookcases,bookcases model 1,964.34,3,0.1,65.15
ord-12036,cust-5926,devon williams,consumer,west,2025-07-29,2025-07-31,furniture,bookcases,bookcases model 2,285.76,1,0.1,2.0
ord-12037,cust-2331,taylor vasquez,corporate,east,2025-07-30,2025-08-01,furniture,bookcases,bookcases model 3,803.38,7,0.5,-8.38
ord-12038,cust-7013,april buchanan,home office,west,2025-07-31,2025-08-02,furniture,bookcases,bookcases model 4,1037.17,2,0.0,44.86
ord-12039,cust-6149,jennifer clark,corporate,west,2025-08-01,2025-08-03,furniture,bookcases,bookcases model 5,74.45,1,0.0,3.28
ord-12040,cust-3725,elizabeth howard,home office,south,2025-08-02,2025-08-04,furniture,chairs,chairs model 1,1603.78,4,0.1,20.09
ord-12041,cust-7195,brian macias,home office,east,2025-08-03,2025-08-05,furniture,chairs,chairs model 2,1450.58,8,0.2,154.11
ord-12042,cust-2479,lindsey carroll,consumer,south,2025-08-04,2025-08-06,furniture,chairs,chairs model 3,519.48,3,0.2,41.63
ord-12043,cust-2957,rebecca garcia,consumer,west,2025-08-05,2025-08-07,furniture,chairs,chairs model 4,500.39,9,0.1,59.91
ord-12044,cust-7438,melissa crawford,home office,south,2025-08-06,2025-08-08,furniture,chairs,chairs model 5,637.27,8,0.2,80.26
ord-12045,cust-2331,diana frazier,corporate,central,2025-08-07,2025-08-09,furniture,tables,tables model 1,1603.66,2,0.2,115.71
ord-12046,cust-4850,anthony thomas,consumer,central,2025-08-08,2025-08-10,furniture,tables,tables model 2,1802.61,8,0.1,85.87
ord-12047,cust-8699,samantha hodges,home office,south,2025-08-09,2025-08-11,furniture,tables,tables model 3,355.04,4,0.5,32.69
ord-12048,cust-5928,emma rivers,corporate,west,2025-08-10,2025-08-12,furniture,tables,tables model 4,22.62,3,0.1,1.47
ord-12049,cust-5113,shelia esparza,home office,south,2025-08-11,2025-08-13,furniture,tables,tables model 5,1488.32,7,0.3,139.48
ord-12050,cust-5915,xavier graham,corporate,east,2025-08-12,2025-08-14,office supplies,binders,binders model 1,880.68,3,0.2,49.65
ord-12051,cust-8789,suzanne nguyen,corporate,south,2025-08-13,2025-08-15,office supplies,binders,binders model 2,1312.21,1,0.1,132.43
ord-12052,cust-4484,tamara martinez,home office,central,2025-08-14,2025-08-16,office supplies,binders,binders model 3,1748.98,2,0.5,248.05
ord-12053,cust-8710,gregory steele,consumer,east,2025-08-15,2025-08-17,office supplies,binders,binders model 4,1859.27,4,0.0,131.7
ord-12054,cust-7517,paul rangel,consumer,east,2025-08-16,2025-08-18,office supplies,binders,binders model 5,817.87,2,0.5,-2.17
ord-12055,cust-5696,christopher johnson,home office,south,2025-08-17,2025-08-19,office supplies,pens,pens model 1,499.76,6,0.2,55.9
