Order ID,Customer ID,Customer Name,Segment,Region,Order Date,Ship Date,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-11083,CUST-1960,Steven Watson,Home Office,East,2022-12-19,2022-12-21,Technology,Phones,Phones Model 4,1128.02,9,0.0,-24.32
ORD-11084,CUST-7840,Michael Smith,Consumer,Central,2022-12-20,2022-12-22,Technology,Phones,Phones Model 5,1358.28,6,0.2,20.03
ORD-11085,CUST-1733,Kyle Peterson,Corporate,West,2022-12-21,2022-12-23,Technology,Accessories,Accessories Model 1,1734.14,1,0.5,117.12
ORD-11086,CUST-1570,Julia Baker,Corporate,Central,2022-12-22,2022-12-24,Technology,Accessories,Accessories Model 2,298.32,9,0.1,13.63
ORD-11087,CUST-2178,Joseph Clark,Home Office,West,2022-12-23,2022-12-25,Technology,Accessories,Accessories Model 3,634.65,4,0.3,54.98
ORD-11088,CUST-3518,Kevin Lewis,Home Office,South,2022-12-24,2022-12-26,Technology,Accessories,Accessories Model 4,75.08,9,0.0,-1.18
ORD-11089,CUST-1921,Robert Gross,Consumer,Central,2022-12-25,2022-12-27,Technology,Accessories,Accessories Model 5,1332.85,7,0.2,32.81
ORD-11090,CUST-7397,Toni Frye,Corporate,East,2022-12-26,2022-12-28,Technology,Copiers,Copiers Model 1,55.31,4,0.5,1.22
ORD-11091,CUST-8647,Doris Hutchinson,Home Office,West,2022-12-27,2022-12-29,Technology,Copiers,Copiers Model 2,101.98,2,0.5,-1.09
ORD-11092,CUST-6795,Paul Herman,Consumer,East,2022-12-28,2022-12-30,Technology,Copiers,Copiers Model 3,1200.3,1,0.3,94.46
ORD-11093,CUST-3687,Melissa Whitaker,Home Office,East,2022-12-29,2022-12-31,Technology,Copiers,Copiers Model 4,395.38,6,0.0,24.27
ORD-11094,CUST-5228,Lisa Johnson,Consumer,South,2022-12-30,2023-01-01,Technology,Copiers,Copiers Model 5,1319.13,7,0.0,-42.21
ORD-11095,CUST-8656,Jane Patterson MD,Home Office,Central,2022-12-31,2023-01-02,Technology,Machines,Machines Model 1,718.94,8,0.5,11.33
ORD-11096,CUST-3327,Elizabeth Shaw,Home Office,West,2023-01-01,2023-01-03,Technology,Machines,Machines Model 2,526.04,9,0.2,36.2
ORD-11097,CUST-9605,Brittany Watson,Consumer,South,2023-01-02,2023-01-04,Technology,Machines,Machines Model 3,1523.44,4,0.3,-8.15
ORD-11098,CUST-5170,Victoria Cohen,Consumer,East,2023-01-03,2023-01-05,Technology,Machines,Machines Model 4,1485.22,1,0.2,-0.87
ORD-11099,CUST-6302,Nancy Santana,Corporate,Central,2023-01-04,2023-01-06,Technology,Machines,Machines Model 5,130.81,3,0.5,4.98
ORD-11100,CUST-5445,Dale Carlson,Corporate,East,2023-01-05,2023-01-07,Furniture,Bookcases,Bookcases Model 1,1451.66,4,0.1,1.03
ORD-11101,CUST-3539,Lisa Sanchez,Consumer,East,2023-01-06,2023-01-08,Furniture,Bookcases,Bookcases Model 2,1892.4,3,0.2,81.57
ORD-11102,CUST-7305,Cassidy Glass,Consumer,South,2023-01-07,2023-01-09,Furniture,Bookcases,Bookcases Model 3,952.42,9,0.0,58.32
ORD-11103,CUST-6674,Christina Smith,Corporate,West,2023-01-08,2023-01-10,Furniture,Bookcases,Bookcases Model 4,1068.96,2,0.3,-61.72
ORD-11104,CUST-4646,Donna Thompson,Consumer,South,2023-01-09,2023-01-11,Furniture,Bookcases,Bookcases Model 5,683.5,8,0.1,35.16
ORD-11105,CUST-9916,Matthew Anderson,Home Office,West,2023-01-10,2023-01-12,Furniture,Chairs,Chairs Model 1,1530.2,2,0.2,-17.87
ORD-11106,CUST-7189,Thomas Clements,Consumer,West,2023-01-11,2023-01-13,Furniture,Chairs,Chairs Model 2,1531.64,7,0.0,3.41
ORD-11107,CUST-7214,Douglas Gutierrez,Consumer,West,2023-01-12,2023-01-14,Furniture,Chairs,Chairs Model 3,1784.38,3,0.0,32.12
ORD-11108,CUST-6479,Shane Bowers,Corporate,West,2023-01-13,2023-01-15,Furniture,Chairs,Chairs Model 4,1449.4,4,0.1,129.27
ORD-11109,CUST-5707,Rachel Harmon,Consumer,East,2023-01-14,2023-01-16,Furniture,Chairs,Chairs Model 5,1959.21,9,0.3,168.59
ORD-11110,CUST-8722,Steven Fields,Consumer,East,2023-01-15,2023-01-17,Furniture,Tables,Tables Model 1,1940.43,8,0.0,63.67
ORD-11111,CUST-2606,James Jackson,Corporate,South,2023-01-16,2023-01-18,Furniture,Tables,Tables Model 2,822.85,2,0.0,87.6
ORD-11112,CUST-5281,Glenn James,Corporate,East,2023-01-17,2023-01-19,Furniture,Tables,Tables Model 3,1445.85,8,0.2,127.12
ORD-11113,CUST-2974,Robert Cox,Corporate,East,2023-01-18,2023-01-20,Furniture,Tables,Tables Model 4,46.2,9,0.1,4.29
ORD-11114,CUST-3518,Andrew Hernandez,Home Office,East,2023-01-19,2023-01-21,Furniture,Tables,Tables Model 5,777.5,5,0.3,91.93
ORD-11115,CUST-5920,Jacob Villegas,Home Office,Central,2023-01-20,2023-01-22,Office Supplies,Binders,Binders Model 1,822.78,5,0.2,92.42
ORD-11116,CUST-6443,Jonathan Moore,Consumer,Central,2023-01-21,2023-01-23,Office Supplies,Binders,Binders Model 2,1663.93,6,0.2,133.61
ORD-11117,CUST-9023,Tammy Kim,Corporate,Central,2023-01-22,2023-01-24,Office Supplies,Binders,Binders Model 3,552.95,6,0.1,11.73
ORD-11118,CUST-5665,Teresa Montgomery,Consumer,East,2023-01-23,2023-01-25,Office Supplies,Binders,Binders Model 4,435.9,9,0.5,0.09
ORD-11119,CUST-4344,Danielle Small,Home Office,East,2023-01-24,2023-01-26,Office Supplies,Binders,Binders Model 5,930.1,8,0.0,40.0
ORD-11120,CUST-8638,Sarah Mccall,Home Office,West,2023-01-25,2023-01-27,Office Supplies,Pens,Pens Model 1,461.47,6,0.1,22.73
ORD-11121,CUST-9231,Keith Cox,Consumer,East,2023-01-26,2023-01-28,Office Supplies,Pens,Pens Model 2,359.15,2,0.5,21.85
ORD-11122,CUST-5861,Deanna Hernandez,Home Office,West,2023-01-27,2023-01-29,Office Supplies,Pens,Pens Model 3,953.4,8,0.0,-56.72
ORD-11123,CUST-7778,Felicia Dean,Corporate,East,2023-01-28,2023-01-30,Office Supplies,Pens,Pens Model 4,552.33,1,0.0,30.9
ORD-11124,CUST-7555,Jared Vega,Corporate,East,2023-01-29,2023-01-31,Office Supplies,Pens,Pens Model 5,252.17,3,0.0,35.32
ORD-11125,CUST-9366,Joseph Bowers,Home Office,West,2023-01-30,2023-02-01,Office Supplies,Paper,Paper Model 1,518.2,3,0.1,86.06
ORD-11126,CUST-3315,Jeffrey Neal,Corporate,East,2023-01-31,2023-02-02,Office Supplies,Paper,Paper Model 2,1497.44,1,0.1,237.45
ORD-11127,CUST-2790,Nicholas Williams,Corporate,Central,2023-02-01,2023-02-03,Office Supplies,Paper,Paper Model 3,226.72,5,0.3,18.01
ORD-11128,CUST-1092,Joshua Thomas,Consumer,East,2023-02-02,2023-02-04,Office Supplies,Paper,Paper Model 4,199.65,6,0.3,9.38
ORD-11129,CUST-6283,Amanda Guerrero,Home Office,West,2023-02-03,2023-02-05,Office Supplies,Paper,Paper Model 5,823.1,9,0.3,7.81
ORD-11130,CUST-1923,Michele Mason DDS,Corporate,West,2023-02-04,2023-02-06,Office Supplies,Labels,Labels Model 1,333.14,2,0.2,10.43
ORD-11131,CUST-1183,Stephanie Moore,Consumer,South,2023-02-05,2023-02-07,Office Supplies,Labels,Labels Model 2,780.75,4,0.1,54.97
ORD-11132,CUST-1136,Anthony Stanley,Consumer,Central,2023-02-06,2023-02-08,Office Supplies,Labels,Labels Model 3,1832.88,1,0.5,45.46
ORD-11133,CUST-7759,Rita Michael,Corporate,South,2023-02-07,2023-02-09,Office Supplies,Labels,Labels Model 4,303.91,6,0.5,13.54
ORD-11134,CUST-4599,Michael Williams,Home Office,West,2023-02-08,2023-02-10,Office Supplies,Labels,Labels Model 5,1439.09,7,0.3,-21.87
ORD-11135,CUST-5879,Michael Baker,Corporate,Central,2023-02-09,2023-02-11,Technology,Phones,Phones Model 1,161.61,5,0.5,4.01
ORD-11136,CUST-2942,Dr. Michelle Torres,Corporate,East,2023-02-10,2023-02-12,Technology,Phones,Phones Model 2,1557.55,7,0.5,-51.31
ORD-11137,CUST-9417,Kelli Rogers,Consumer,South,2023-02-11,2023-02-13,Technology,Phones,Phones Model 3,1870.9,3,0.5,110.43
ORD-11138,CUST-2603,Troy Conner,Consumer,West,2023-02-12,2023-02-14,Technology,Phones,Phones Model 4,1558.47,3,0.5,27.41
ORD-11139,CUST-5507,Patricia Gonzalez,Consumer,West,2023-02-13,2023-02-15,Technology,Phones,Phones Model 5,1765.08,7,0.0,104.28
ORD-11140,CUST-4299,Tyler Sanchez,Consumer,East,2023-02-14,2023-02-16,Technology,Accessories,Accessories Model 1,1485.69,9,0.2,6.39
ORD-11141,CUST-1840,Jake Russell,Corporate,Central,2023-02-15,2023-02-17,Technology,Accessories,Accessories Model 2,557.05,6,0.5,47.73
ORD-11142,CUST-1943,Erin Haney,Home Office,South,2023-02-16,2023-02-18,Technology,Accessories,Accessories Model 3,467.4,1,0.5,12.3
ORD-11143,CUST-1400,Samuel Hill,Corporate,South,2023-02-17,2023-02-19,Technology,Accessories,Accessories Model 4,1800.98,8,0.5,169.85
ORD-11144,CUST-6456,Spencer Nunez,Consumer,South,2023-02-18,2023-02-20,Technology,Accessories,Accessories Model 5,72.62,9,0.1,0.57
ORD-11145,CUST-8498,Megan James,Home Office,East,2023-02-19,2023-02-21,Technology,Copiers,Copiers Model 1,1084.88,2,0.2,3.7
ORD-11146,CUST-9042,Eric Adams,Consumer,East,2023-02-20,2023-02-22,Technology,Copiers,Copiers Model 2,679.22,7,0.1,17.63
ORD-11147,CUST-1345,Mr. Nicholas Lewis,Corporate,East,2023-02-21,2023-02-23,Technology,Copiers,Copiers Model 3,1825.23,6,0.5,56.19
ORD-11148,CUST-3780,Amber Austin,Corporate,West,2023-02-22,2023-02-24,Technology,Copiers,Copiers Model 4,339.28,2,0.5,17.34
ORD-11149,CUST-8370,Sabrina Peck,Consumer,South,2023-02-23,2023-02-25,Technology,Copiers,Copiers Model 5,743.2,3,0.5,18.45
ORD-11150,CUST-1053,Jamie Bowman,Consumer,South,2023-02-24,2023-02-26,Technology,Machines,Machines Model 1,204.13,7,0.3,10.67
ORD-11151,CUST-5975,Judith Perez,Home Office,West,2023-02-25,2023-02-27,Technology,Machines,Machines Model 2,1876.86,5,0.1,45.0
ORD-11152,CUST-6123,Gary Nelson,Home Office,East,2023-02-26,2023-02-28,Technology,Machines,Machines Model 3,678.34,8,0.5,61.02
ORD-11153,CUST-9578,Hannah Robinson,Consumer,South,2023-02-27,2023-03-01,Technology,Machines,Machines Model 4,750.96,9,0.5,103.78
ORD-11154,CUST-2960,Jeffery Fisher,Corporate,East,2023-02-28,2023-03-02,Technology,Machines,Machines Model 5,131.21,9,0.5,18.28
ORD-11155,CUST-5440,Benjamin Jackson,Home Office,Central,2023-03-01,2023-03-03,Furniture,Bookcases,Bookcases Model 1,213.57,7,0.5,9.17
ORD-11156,CUST-7979,Stephanie Martin,Corporate,East,2023-03-02,2023-03-04,Furniture,Bookcases,Bookcases Model 2,1866.18,8,0.2,134.18
ORD-11157,CUST-8952,Katherine Rogers,Consumer,Central,2023-03-03,2023-03-05,Furniture,Bookcases,Bookcases Model 3,1296.34,2,0.1,-10.79
ORD-11158,CUST-9322,Andrew Baker,Home Office,South,2023-03-04,2023-03-06,Furniture,Bookcases,Bookcases Model 4,1229.55,6,0.0,74.56
ORD-11159,CUST-3576,Nina Flowers,Home Office,Central,2023-03-05,2023-03-07,Furniture,Bookcases,Bookcases Model 5,1579.16,1,0.5,-16.97
ORD-11160,CUST-6166,Rebecca Trujillo,Consumer,East,2023-03-06,2023-03-08,Furniture,Chairs,Chairs Model 1,1263.4,3,0.2,77.82
ORD-11161,CUST-7659,Corey Morris,Consumer,Central,2023-03-07,2023-03-09,Furniture,Chairs,Chairs Model 2,515.62,6,0.1,7.64
ORD-11162,CUST-9517,Stephen Hunter,Home Office,Central,2023-03-08,2023-03-10,Furniture,Chairs,Chairs Model 3,1827.0,2,0.3,122.82
ORD-11163,CUST-8203,Jeff Walsh,Corporate,South,2023-03-09,2023-03-11,Furniture,Chairs,Chairs Model 4,499.63,5,0.3,1.77
ORD-11164,CUST-7655,John Robinson,Consumer,West,2023-03-10,2023-03-12,Furniture,Chairs,Chairs Model 5,1644.19,6,0.5,79.89
ORD-11165,CUST-1956,Jordan Sanchez,Consumer,Central,2023-03-11,2023-03-13,Furniture,Tables,Tables Model 1,569.38,6,0.1,-2.94
ORD-11166,CUST-5144,Alicia Warren,Home Office,East,2023-03-12,2023-03-14,Furniture,Tables,Tables Model 2,516.25,2,0.3,2.81
ORD-11167,CUST-3416,Carla Lopez DVM,Corporate,East,2023-03-13,2023-03-15,Furniture,Tables,Tables Model 3,1165.08,2,0.5,38.89
ORD-11168,CUST-4059,Colleen Hunt,Home Office,West,2023-03-14,2023-03-16,Furniture,Tables,Tables Model 4,278.6,1,0.0,27.95
ORD-11169,CUST-9878,Monique Morgan,Corporate,East,2023-03-15,2023-03-17,Furniture,Tables,Tables Model 5,755.55,9,0.5,73.14
ORD-11170,CUST-9708,Rachel Schmidt,Home Office,East,2023-03-16,2023-03-18,Office Supplies,Binders,Binders Model 1,1013.91,8,0.5,-1.97
ORD-11171,CUST-9152,William Fuller,Consumer,Central,2023-03-17,2023-03-19,Office Supplies,Binders,Binders Model 2,1783.93,4,0.3,31.31
ORD-11172,CUST-6561,Sarah Frank,Consumer,Central,2023-03-18,2023-03-20,Office Supplies,Binders,Binders Model 3,772.52,7,0.3,82.53
ORD-11173,CUST-1375,Jennifer Morse,Consumer,East,2023-03-19,2023-03-21,Office Supplies,Binders,Binders Model 4,98.12,5,0.0,1.42
ORD-11174,CUST-4132,John Davis,Corporate,West,2023-03-20,2023-03-22,Office Supplies,Binders,Binders Model 5,1638.93,8,0.0,144.21
ORD-11175,CUST-6112,Brittany Herring,Consumer,South,2023-03-21,2023-03-23,Office Supplies,Pens,Pens Model 1,1236.4,5,0.0,100.07
ORD-11176,CUST-1331,Mr. Kyle Rios,Home Office,Central,2023-03-22,2023-03-24,Office Supplies,Pens,Pens Model 2,1363.8,7,0.1,134.22
ORD-11177,CUST-5415,Lydia Kerr,Home Office,South,2023-03-23,2023-03-25,Office Supplies,Pens,Pens Model 3,189.01,5,0.3,6.84
ORD-11178,CUST-6948,Kathleen Hood,Consumer,East,2023-03-24,2023-03-26,Office Supplies,Pens,Pens Model 4,362.26,1,0.2,25.69
ORD-11179,CUST-7875,Mr. Matthew Taylor,Consumer,South,2023-03-25,2023-03-27,Office Supplies,Pens,Pens Model 5,1099.92,1,0.3,14.02
ORD-11180,CUST-1591,Mark Caldwell,Consumer,South,2023-03-26,2023-03-28,Office Supplies,Paper,Paper Model 1,411.38,1,0.2,36.14
ORD-11181,CUST-4408,Aaron Foster,Home Office,Central,2023-03-27,2023-03-29,Office Supplies,Paper,Paper Model 2,1638.24,1,0.5,260.62
ORD-11182,CUST-5579,Lisa Ortiz,Consumer,Central,2023-03-28,2023-03-30,Office Supplies,Paper,Paper Model 3,58.52,1,0.0,0.11
ORD-11183,CUST-5990,Ms. Nicole Hale,Home Office,East,2023-03-29,2023-03-31,Office Supplies,Paper,Paper Model 4,1637.4,5,0.5,153.28
ORD-11184,CUST-4052,Mary Torres,Consumer,East,2023-03-30,2023-04-01,Office Supplies,Paper,Paper Model 5,934.39,7,0.5,69.53
ORD-11185,CUST-8590,Lauren Torres,Consumer,West,2023-03-31,2023-04-02,Office Supplies,Labels,Labels Model 1,1183.11,6,0.5,91.26
ORD-11186,CUST-3316,Susan Wright DDS,Consumer,West,2023-04-01,2023-04-03,Office Supplies,Labels,Labels Model 2,405.72,8,0.5,36.06
ORD-11187,CUST-4576,Aaron Perry,Home Office,South,2023-04-02,2023-04-04,Office Supplies,Labels,Labels Model 3,783.11,3,0.5,57.88
ORD-11188,CUST-5798,Regina Petty,Consumer,East,2023-04-03,2023-04-05,Office Supplies,Labels,Labels Model 4,1155.0,3,0.0,63.66
ORD-11189,CUST-4827,Amy Morrow,Home Office,South,2023-04-04,2023-04-06,Office Supplies,Labels,Labels Model 5,328.45,7,0.3,40.57
ORD-11190,CUST-4303,James Johnston,Home Office,Central,2023-04-05,2023-04-07,Technology,Phones,Phones Model 1,786.21,6,0.2,54.98
ORD-11191,CUST-8045,Tammy Thompson,Corporate,Central,2023-04-06,2023-04-08,Technology,Phones,Phones Model 2,1354.5,5,0.5,96.63
ORD-11192,CUST-6970,James Bishop,Consumer,Central,2023-04-07,2023-04-09,Technology,Phones,Phones Model 3,1807.17,2,0.3,120.1
ORD-11193,CUST-6271,Devin Calhoun,Corporate,Central,2023-04-08,2023-04-10,Technology,Phones,Phones Model 4,521.43,8,0.0,18.74
ORD-11194,CUST-1546,David Camacho,Corporate,Central,2023-04-09,2023-04-11,Technology,Phones,Phones Model 5,1520.56,5,0.5,155.81
ORD-11195,CUST-7820,Sara Ruiz,Consumer,East,2023-04-10,2023-04-12,Technology,Accessories,Accessories Model 1,264.65,2,0.3,0.73
ORD-11196,CUST-2705,Michael Williams,Home Office,West,2023-04-11,2023-04-13,Technology,Accessories,Accessories Model 2,384.43,9,0.3,33.5
ORD-11197,CUST-3645,Steven Wilkerson,Home Office,West,2023-04-12,2023-04-14,Technology,Accessories,Accessories Model 3,1623.74,3,0.1,208.1
ORD-11198,CUST-9815,Donna Franco,Home Office,West,2023-04-13,2023-04-15,Technology,Accessories,Accessories Model 4,1725.81,1,0.1,49.13
ORD-11199,CUST-6329,Noah Collins,Consumer,South,2023-04-14,2023-04-16,Technology,Accessories,Accessories Model 5,1088.97,3,0.2,20.14
ORD-11200,CUST-6270,Heather Jones,Home Office,East,2023-04-15,2023-04-17,Technology,Copiers,Copiers Model 1,341.39,8,0.2,0.41
ORD-11201,CUST-3135,Nicholas Valentine,Home Office,Central,2023-04-16,2023-04-18,Technology,Copiers,Copiers Model 2,377.21,4,0.0,4.43
ORD-11202,CUST-7980,Kathleen Moore,Consumer,West,2023-04-17,2023-04-19,Technology,Copiers,Copiers Model 3,1893.31,8,0.5,-16.24
ORD-11203,CUST-1237,Donald Harrison,Corporate,Central,2023-04-18,2023-04-20,Technology,Copiers,Copiers Model 4,1115.16,3,0.0,12.46
ORD-11204,CUST-2894,Mrs. Megan Brown DDS,Home Office,Central,2023-04-19,2023-04-21,Technology,Copiers,Copiers Model 5,631.42,5,0.5,64.88
ORD-11205,CUST-1631,Elizabeth Burns,Corporate,East,2023-04-20,2023-04-22,Technology,Machines,Machines Model 1,1181.36,1,0.0,1.3
ORD-11206,CUST-8238,Paul West,Home Office,West,2023-04-21,2023-04-23,Technology,Machines,Machines Model 2,560.62,4,0.3,54.66
ORD-11207,CUST-6783,Carlos Lopez,Home Office,Central,2023-04-22,2023-04-24,Technology,Machines,Machines Model 3,1482.85,7,0.1,-52.77
ORD-11208,CUST-7012,Jared Dalton II,Consumer,Central,2023-04-23,2023-04-25,Technology,Machines,Machines Model 4,353.35,2,0.3,27.97
ORD-11209,CUST-8814,Katherine Foster,Consumer,South,2023-04-24,2023-04-26,Technology,Machines,Machines Model 5,551.78,8,0.0,-62.27
ORD-11210,CUST-2988,Jacob Peters,Corporate,South,2023-04-25,2023-04-27,Furniture,Bookcases,Bookcases Model 1,1440.38,1,0.3,116.89
ORD-11211,CUST-3682,Paul Costa,Corporate,South,2023-04-26,2023-04-28,Furniture,Bookcases,Bookcases Model 2,109.4,9,0.3,4.96
ORD-11212,CUST-9036,Thomas Lane,Consumer,Central,2023-04-27,2023-04-29,Furniture,Bookcases,Bookcases Model 3,1989.97,5,0.3,-31.87
ORD-11213,CUST-6553,Dennis Simon,Consumer,South,2023-04-28,2023-04-30,Furniture,Bookcases,Bookcases Model 4,673.24,3,0.1,53.66
ORD-11214,CUST-9964,Marissa Espinoza,Corporate,West,2023-04-29,2023-05-01,Furniture,Bookcases,Bookcases Model 5,1397.95,4,0.2,13.11
ORD-11215,CUST-6670,Tonya Rivera,Consumer,West,2023-04-30,2023-05-02,Furniture,Chairs,Chairs Model 1,174.73,5,0.2,-8.76
ORD-11216,CUST-6097,Bryan Phillips,Consumer,East,2023-05-01,2023-05-03,Furniture,Chairs,Chairs Model 2,1138.68,6,0.2,29.89
ORD-11217,CUST-3483,Sheila Jones,Consumer,West,2023-05-02,2023-05-04,Furniture,Chairs,Chairs Model 3,1076.1,4,0.1,-52.68
ORD-11218,CUST-4279,Crystal Williams,Home Office,East,2023-05-03,2023-05-05,Furniture,Chairs,Chairs Model 4,534.79,9,0.5,11.28
ORD-11219,CUST-9388,Timothy Allen,Home Office,Central,2023-05-04,2023-05-06,Furniture,Chairs,Chairs Model 5,702.18,5,0.5,8.65
ORD-11220,CUST-4233,Tyler Hardy,Consumer,East,2023-05-05,2023-05-07,Furniture,Tables,Tables Model 1,1699.23,6,0.0,37.13
ORD-11221,CUST-5480,Victoria Middleton,Home Office,South,2023-05-06,2023-05-08,Furniture,Tables,Tables Model 2,474.24,5,0.5,15.78
ORD-11222,CUST-9232,Gregory Walker,Home Office,Central,2023-05-07,2023-05-09,Furniture,Tables,Tables Model 3,1382.42,6,0.3,101.34
ORD-11223,CUST-2949,Andrea Sullivan,Home Office,West,2023-05-08,2023-05-10,Furniture,Tables,Tables Model 4,905.13,1,0.5,-2.05
ORD-11224,CUST-8852,Kristin Hall PhD,Consumer,East,2023-05-09,2023-05-11,Furniture,Tables,Tables Model 5,1024.26,8,0.2,58.46
ORD-11225,CUST-1642,Michael Hahn,Corporate,West,2023-05-10,2023-05-12,Office Supplies,Binders,Binders Model 1,743.6,3,0.2,67.21
ORD-11226,CUST-5110,Eddie Cordova,Corporate,West,2023-05-11,2023-05-13,Office Supplies,Binders,Binders Model 2,1572.95,6,0.1,-13.26
ORD-11227,CUST-2736,Michael Miller,Corporate,South,2023-05-12,2023-05-14,Office Supplies,Binders,Binders Model 3,19.52,8,0.2,0.88
ORD-11228,CUST-7057,Olivia Best,Consumer,East,2023-05-13,2023-05-15,Office Supplies,Binders,Binders Model 4,364.52,5,0.1,12.63
ORD-11229,CUST-4451,Debra Peters,Corporate,South,2023-05-14,2023-05-16,Office Supplies,Binders,Binders Model 5,723.09,4,0.2,30.94
ORD-11230,CUST-5098,Janet Mcfarland,Corporate,East,2023-05-15,2023-05-17,Office Supplies,Pens,Pens Model 1,423.37,9,0.2,-17.33
ORD-11231,CUST-1962,Terry Howard,Corporate,South,2023-05-16,2023-05-18,Office Supplies,Pens,Pens Model 2,1096.43,4,0.3,97.22
ORD-11232,CUST-7102,Anthony Washington MD,Home Office,West,2023-05-17,2023-05-19,Office Supplies,Pens,Pens Model 3,1383.32,5,0.2,41.92
ORD-11233,CUST-7914,Christopher Roberts,Home Office,West,2023-05-18,2023-05-20,Office Supplies,Pens,Pens Model 4,1181.09,3,0.2,-18.72
ORD-11234,CUST-6861,Natasha Evans,Consumer,West,2023-05-19,2023-05-21,Office Supplies,Pens,Pens Model 5,990.96,4,0.0,45.49
ORD-11235,CUST-3843,Alexander Case,Consumer,West,2023-05-20,2023-05-22,Office Supplies,Paper,Paper Model 1,1386.04,1,0.1,45.75
ORD-11236,CUST-1107,Duane Haas,Consumer,Central,2023-05-21,2023-05-23,Office Supplies,Paper,Paper Model 2,1777.51,9,0.2,151.0
ORD-11237,CUST-8836,Elaine Keller,Home Office,West,2023-05-22,2023-05-24,Office Supplies,Paper,Paper Model 3,1377.87,1,0.1,20.7
ORD-11238,CUST-9569,Rhonda James,Consumer,Central,2023-05-23,2023-05-25,Office Supplies,Paper,Paper Model 4,1339.4,8,0.1,36.24
ORD-11239,CUST-5832,Gary Murray,Corporate,East,2023-05-24,2023-05-26,Office Supplies,Paper,Paper Model 5,1852.12,5,0.2,-19.29
ORD-11240,CUST-6881,Dr. Brittany Schmitt,Home Office,West,2023-05-25,2023-05-27,Office Supplies,Labels,Labels Model 1,1917.14,5,0.2,-38.64
ORD-11241,CUST-4321,Gabriel Gomez,Home Office,East,2023-05-26,2023-05-28,Office Supplies,Labels,Labels Model 2,421.7,8,0.5,30.13
ORD-11242,CUST-8454,Carrie Knight,Corporate,Central,2023-05-27,2023-05-29,Office Supplies,Labels,Labels Model 3,663.59,8,0.3,46.26
ORD-11243,CUST-3334,Kyle Williams,Home Office,West,2023-05-28,2023-05-30,Office Supplies,Labels,Labels Model 4,33.55,1,0.2,1.44
ORD-11244,CUST-3924,Donald Thompson,Home Office,Central,2023-05-29,2023-05-31,Office Supplies,Labels,Labels Model 5,716.33,9,0.0,7.23
ORD-11245,CUST-2508,Matthew Keller,Home Office,East,2023-05-30,2023-06-01,Technology,Phones,Phones Model 1,1451.23,5,0.2,86.42
ORD-11246,CUST-1130,Matthew Rosario,Home Office,East,2023-05-31,2023-06-02,Technology,Phones,Phones Model 2,1951.38,8,0.3,96.44
ORD-11247,CUST-5585,James Allen,Corporate,South,2023-06-01,2023-06-03,Technology,Phones,Phones Model 3,36.44,1,0.0,1.0
ORD-11248,CUST-4699,Ashley Bonilla,Consumer,Central,2023-06-02,2023-06-04,Technology,Phones,Phones Model 4,239.43,9,0.1,29.49
ORD-11249,CUST-8880,William Lozano,Home Office,West,2023-06-03,2023-06-05,Technology,Phones,Phones Model 5,1055.33,2,0.0,3.55
ORD-11250,CUST-9243,Brenda Taylor,Consumer,West,2023-06-04,2023-06-06,Technology,Accessories,Accessories Model 1,226.78,1,0.1,5.08
ORD-11251,CUST-4750,Alfred Perez,Corporate,Central,2023-06-05,2023-06-07,Technology,Accessories,Accessories Model 2,109.62,7,0.0,-2.5
ORD-11252,CUST-8307,Sean Arias,Consumer,South,2023-06-06,2023-06-08,Technology,Accessories,Accessories Model 3,892.91,9,0.1,25.24
ORD-11253,CUST-8501,Joseph James,Home Office,Central,2023-06-07,2023-06-09,Technology,Accessories,Accessories Model 4,1440.53,8,0.1,191.34
ORD-11254,CUST-6338,Jennifer Price,Corporate,Central,2023-06-08,2023-06-10,Technology,Accessories,Accessories Model 5,677.19,7,0.1,12.9
ORD-11255,CUST-9875,Michael Byrd,Consumer,Central,2023-06-09,2023-06-11,Technology,Copiers,Copiers Model 1,417.29,3,0.1,10.74
ORD-11256,CUST-1480,Kimberly Johnson,Home Office,Central,2023-06-10,2023-06-12,Technology,Copiers,Copiers Model 2,698.15,6,0.2,57.26
ORD-11257,CUST-2041,Denise Lawson,Corporate,East,2023-06-11,2023-06-13,Technology,Copiers,Copiers Model 3,269.43,7,0.5,-8.5
ORD-11258,CUST-9126,Crystal Powell,Corporate,Central,2023-06-12,2023-06-14,Technology,Copiers,Copiers Model 4,716.77,3,0.5,-10.44
ORD-11259,CUST-1223,Jenna Long,Home Office,Central,2023-06-13,2023-06-15,Technology,Copiers,Copiers Model 5,991.58,4,0.5,93.76
ORD-11260,CUST-5157,Michelle Lopez,Consumer,South,2023-06-14,2023-06-16,Technology,Machines,Machines Model 1,156.62,6,0.5,12.54
ORD-11261,CUST-8203,Amy Mann,Home Office,Central,2023-06-15,2023-06-17,Technology,Machines,Machines Model 2,1101.72,7,0.0,-48.26
ORD-11262,CUST-8256,Bobby Mays,Home Office,Central,2023-06-16,2023-06-18,Technology,Machines,Machines Model 3,1023.28,6,0.2,155.84
ORD-11263,CUST-7835,Robert Smith,Corporate,East,2023-06-17,2023-06-19,Technology,Machines,Machines Model 4,827.74,6,0.3,77.4
ORD-11264,CUST-5374,Ryan Richmond,Consumer,Central,2023-06-18,2023-06-20,Technology,Machines,Machines Model 5,1247.52,6,0.1,49.96
